Date,Close,High,Low,Open,Volume,log_return
2005-01-04,1188.050048828125,1205.8399658203125,1185.3900146484375,1202.0799560546875,1721000000,-0.011740004384716105
2005-01-05,1183.739990234375,1192.72998046875,1183.719970703125,1188.050048828125,1738900000,-0.0036344391932794083
2005-01-06,1187.8900146484375,1191.6300048828125,1183.27001953125,1183.739990234375,1569100000,0.003499726889387917
2005-01-07,1186.18994140625,1192.199951171875,1182.1600341796875,1187.8900146484375,1477900000,-0.0014321956835941646
2005-01-10,1190.25,1194.780029296875,1184.800048828125,1186.18994140625,1490400000,0.0034169283837069677
2005-01-11,1182.989990234375,1190.25,1180.4300537109375,1190.25,1488800000,-0.0061182454723810965
2005-01-12,1187.699951171875,1187.9200439453125,1175.6400146484375,1182.989990234375,1562100000,0.003973499066449697
2005-01-13,1177.449951171875,1187.699951171875,1175.81005859375,1187.699951171875,1510300000,-0.008667580994090578
2005-01-14,1184.52001953125,1185.2099609375,1177.449951171875,1177.449951171875,1335400000,0.005986604031937076
2005-01-18,1195.97998046875,1195.97998046875,1180.0999755859375,1184.52001953125,1596800000,0.009628270925436201
2005-01-19,1184.6300048828125,1195.97998046875,1184.4100341796875,1195.97998046875,1498700000,-0.009535422983762518
2005-01-20,1175.4100341796875,1184.6300048828125,1173.4200439453125,1184.6300048828125,1692000000,-0.007813441684863667
2005-01-21,1167.8699951171875,1179.449951171875,1167.8199462890625,1175.4100341796875,1643500000,-0.006435479320456572
2005-01-24,1163.75,1173.030029296875,1163.75,1167.8699951171875,1494600000,-0.0035340230516199287
2005-01-25,1168.4100341796875,1174.300048828125,1163.75,1163.75,1610400000,0.003996329851615026
2005-01-26,1174.0699462890625,1175.9599609375,1168.4100341796875,1168.4100341796875,1635900000,0.004832419632938723
2005-01-27,1174.550048828125,1177.5,1170.1500244140625,1174.0699462890625,1600600000,0.00040883799571498974
2005-01-28,1171.3599853515625,1175.6099853515625,1166.25,1174.550048828125,1641800000,-0.002719682678708843
2005-01-31,1181.27001953125,1182.0699462890625,1171.3599853515625,1171.3599853515625,1679800000,0.008424693022826934
2005-02-01,1189.4100341796875,1190.3900146484375,1180.949951171875,1181.27001953125,1681980000,0.006867267158630261
2005-02-02,1193.18994140625,1195.25,1188.9200439453125,1189.4100341796875,1561740000,0.0031729290996995304
2005-02-03,1189.8900146484375,1193.18994140625,1185.6400146484375,1193.18994140625,1554460000,-0.002769465505019701
2005-02-04,1203.030029296875,1203.469970703125,1189.6700439453125,1189.8900146484375,1648160000,0.01098252050319909
2005-02-07,1201.719970703125,1204.1500244140625,1199.27001953125,1203.030029296875,1347270000,-0.0010895591835757032
2005-02-08,1202.300048828125,1205.1099853515625,1200.1600341796875,1201.719970703125,1416170000,0.00048259010452929307
2005-02-09,1191.989990234375,1203.8299560546875,1191.5400390625,1202.300048828125,1511040000,-0.008612258457473676
2005-02-10,1197.010009765625,1198.75,1191.5400390625,1191.989990234375,1491670000,0.004202617764653276
2005-02-11,1205.300048828125,1208.3800048828125,1193.280029296875,1197.010009765625,1562300000,0.006901750205170698
2005-02-14,1206.1400146484375,1206.9300537109375,1203.5899658203125,1205.300048828125,1290180000,0.0006966508245472663
2005-02-15,1210.1199951171875,1212.43994140625,1205.52001953125,1206.1400146484375,1527080000,0.003294334262127831
2005-02-16,1210.3399658203125,1212.43994140625,1205.06005859375,1210.1199951171875,1490100000,0.00018175942364727842
2005-02-17,1200.75,1211.3299560546875,1200.739990234375,1210.3399658203125,1580120000,-0.007954922070865405
2005-02-18,1201.5899658203125,1202.9200439453125,1197.3499755859375,1200.75,1551200000,0.0006992897479059688
2005-02-22,1184.1600341796875,1202.47998046875,1184.1600341796875,1201.5899658203125,1744940000,-0.014611959979605212
2005-02-23,1190.800048828125,1193.52001953125,1184.1600341796875,1184.1600341796875,1501090000,0.005591699832857658
2005-02-24,1200.199951171875,1200.4200439453125,1187.800048828125,1190.800048828125,1518750000,0.007862777725995748
2005-02-25,1211.3699951171875,1212.1500244140625,1199.6099853515625,1200.199951171875,1523680000,0.009263777602271862
2005-02-28,1203.5999755859375,1211.3699951171875,1198.1300048828125,1211.3699951171875,1795480000,-0.006434901002669486
2005-03-01,1210.4100341796875,1212.25,1203.5999755859375,1203.5999755859375,1708060000,0.005642127938093621
2005-03-02,1210.0799560546875,1215.7900390625,1204.219970703125,1210.4100341796875,1568540000,-0.0002727366181043891
2005-03-03,1210.469970703125,1215.719970703125,1204.449951171875,1210.0799560546875,1616240000,0.00032225292897391546
2005-03-04,1222.1199951171875,1224.760009765625,1210.469970703125,1210.469970703125,1636820000,0.009578361866919956
2005-03-07,1225.31005859375,1229.1099853515625,1222.1199951171875,1222.1199951171875,1488830000,0.0026068694206831493
2005-03-08,1219.4300537109375,1225.68994140625,1218.5699462890625,1225.31005859375,1523090000,-0.004810340527826947
2005-03-09,1207.010009765625,1219.4300537109375,1206.6600341796875,1219.4300537109375,1704970000,-0.01023734532231883
2005-03-10,1209.25,1211.22998046875,1201.4100341796875,1207.010009765625,1604020000,0.0018540975449818477
2005-03-11,1200.0799560546875,1213.0400390625,1198.1500244140625,1209.25,1449820000,-0.007612148101110925
2005-03-14,1206.8299560546875,1206.8299560546875,1199.510009765625,1200.0799560546875,1437430000,0.005608866091690017
2005-03-15,1197.75,1210.5400390625,1197.75,1206.8299560546875,1513530000,-0.007552253930440114
2005-03-16,1188.0699462890625,1197.75,1185.6099853515625,1197.75,1653190000,-0.00811470022614856
2005-03-17,1190.2099609375,1193.280029296875,1186.3399658203125,1188.0699462890625,1581930000,0.0017996327677856619
2005-03-18,1189.6500244140625,1191.97998046875,1182.780029296875,1190.2099609375,2344370000,-0.0004705625853757874
2005-03-21,1183.780029296875,1189.6500244140625,1178.8199462890625,1189.6500244140625,1819440000,-0.004946433602739591
2005-03-22,1171.7099609375,1189.5899658203125,1171.6300048828125,1183.780029296875,2114470000,-0.010248546209256063
2005-03-23,1172.530029296875,1176.260009765625,1168.699951171875,1171.7099609375,2246870000,0.0006996454255908223
2005-03-24,1171.4200439453125,1180.1099853515625,1171.4200439453125,1172.530029296875,1721720000,-0.0009471067214324451
2005-03-28,1174.280029296875,1179.9100341796875,1171.4200439453125,1171.4200439453125,1746220000,0.002438493140166367
2005-03-29,1165.3599853515625,1179.3900146484375,1163.68994140625,1174.280029296875,2223250000,-0.007625179181011431
2005-03-30,1181.4100341796875,1181.5400390625,1165.3599853515625,1165.3599853515625,2097110000,0.01367862973137081
2005-03-31,1180.5899658203125,1184.530029296875,1179.489990234375,1181.4100341796875,2214230000,-0.0006943847521812366
2005-04-01,1172.9200439453125,1189.800048828125,1169.9100341796875,1180.5899658203125,2168690000,-0.006517880949263398
2005-04-04,1176.1199951171875,1178.6099853515625,1167.719970703125,1172.7900390625,2079770000,0.002724477316724463
2005-04-05,1181.3900146484375,1183.56005859375,1176.1199951171875,1176.1199951171875,1870800000,0.00447084278556942
2005-04-06,1184.0699462890625,1189.3399658203125,1181.3900146484375,1181.3900146484375,1797400000,0.0022658872536414033
2005-04-07,1191.1400146484375,1191.8800048828125,1183.81005859375,1184.0699462890625,1900620000,0.005953233066958344
2005-04-08,1181.199951171875,1191.75,1181.1300048828125,1191.1400146484375,1661330000,-0.008380014491591885
2005-04-11,1181.2099609375,1184.0699462890625,1178.68994140625,1181.199951171875,1525310000,8.474198803386038e-06
2005-04-12,1187.760009765625,1190.1700439453125,1170.8499755859375,1181.2099609375,1979830000,0.005529884802782768
2005-04-13,1173.7900390625,1187.760009765625,1171.4000244140625,1187.760009765625,2049740000,-0.01183132550562878
2005-04-14,1162.050048828125,1174.6700439453125,1161.699951171875,1173.7900390625,2355040000,-0.010052134263021657
2005-04-15,1142.6199951171875,1162.050048828125,1141.9200439453125,1162.050048828125,2689960000,-0.01686186196276537
2005-04-18,1145.97998046875,1148.9200439453125,1139.800048828125,1142.6199951171875,2180670000,0.002936282269934283
2005-04-19,1152.780029296875,1154.6700439453125,1145.97998046875,1145.97998046875,2142700000,0.005916292813629376
2005-04-20,1137.5,1155.5,1136.1500244140625,1152.780029296875,2217050000,-0.013343570060666856
2005-04-21,1159.949951171875,1159.949951171875,1137.5,1137.5,2308560000,0.019543986803022037
2005-04-22,1152.1199951171875,1159.949951171875,1142.949951171875,1159.949951171875,2045880000,-0.0067731393687058975
2005-04-25,1162.0999755859375,1164.050048828125,1152.1199951171875,1152.1199951171875,1795030000,0.008624972960833317
2005-04-26,1151.8299560546875,1164.800048828125,1151.8299560546875,1162.0999755859375,1959740000,-0.008876748450908203
2005-04-27,1156.3800048828125,1159.8699951171875,1144.4200439453125,1151.739990234375,2151520000,0.003942496392166546
2005-04-28,1143.219970703125,1156.3800048828125,1143.219970703125,1156.3800048828125,2182270000,-0.011445623573942097
2005-04-29,1156.8499755859375,1156.969970703125,1139.18994140625,1143.219970703125,2362360000,0.011851956462206029
2005-05-02,1162.1600341796875,1162.8699951171875,1154.7099609375,1156.8499755859375,1980040000,0.004579598925333747
2005-05-03,1161.1700439453125,1166.8900146484375,1156.7099609375,1162.1600341796875,2167020000,-0.0008522166554060164
2005-05-04,1175.6500244140625,1176.010009765625,1161.1700439453125,1161.1700439453125,2306480000,0.01239305156034736
2005-05-05,1172.6300048828125,1178.6199951171875,1166.77001953125,1175.6500244140625,1997100000,-0.0025721133412976343
2005-05-06,1171.3499755859375,1177.75,1170.5,1172.6300048828125,1707200000,-0.0010921846046322305
2005-05-09,1178.8399658203125,1178.8699951171875,1169.3800048828125,1171.3499755859375,1857020000,0.006373966172402125
