Date,Close,High,Low,Open,Volume,log_return,vol_5d,vol_21d,vol_63d
2005-04-05,1181.3900146484375,1183.56005859375,1176.1199951171875,1176.1199951171875,1870800000,0.0044708427855694,0.11776936271795886,0.09731948154910486,0.10117279150221786
2005-04-06,1184.0699462890625,1189.3399658203125,1181.3900146484375,1181.3900146484375,1797400000,0.0022658872536414,0.06850859538234852,0.09714014254373174,0.09856631968299716
2005-04-07,1191.1400146484375,1191.8800048828125,1183.81005859375,1184.0699462890625,1900620000,0.0059532330669583,0.07721583973845408,0.09981934128798499,0.09901465513631896
2005-04-08,1181.199951171875,1191.75,1181.1300048828125,1191.1400146484375,1661330000,-0.0083800144915918,0.0899100139493187,0.09786959046992491,0.10019978178032476
2005-04-11,1181.2099609375,1184.0699462890625,1178.68994140625,1181.199951171875,1525310000,8.474198803386038e-06,0.08946895158781944,0.09739212715845581,0.10016274492196034
2005-04-12,1187.760009765625,1190.1700439453125,1170.8499755859375,1181.2099609375,1979830000,0.0055298848027827,0.09242595454281638,0.09698859817397364,0.10054984334828646
2005-04-13,1173.7900390625,1187.760009765625,1171.4000244140625,1187.760009765625,2049740000,-0.0118313255056287,0.12823487661834568,0.10186116446915286,0.10258375488378955
2005-04-14,1162.050048828125,1174.6700439453125,1161.699951171875,1173.7900390625,2355040000,-0.0100521342630216,0.11761171607028713,0.10413061650294593,0.10413036666733132
2005-04-15,1142.6199951171875,1162.050048828125,1141.9200439453125,1162.050048828125,2689960000,-0.0168618619627653,0.14535954916512492,0.11503231373239195,0.1080092354444431
2005-04-18,1145.97998046875,1148.9200439453125,1139.800048828125,1142.6199951171875,2180670000,0.0029362822699342,0.15496642083701592,0.11555383361976194,0.10743811979189564
2005-04-19,1152.780029296875,1154.6700439453125,1145.97998046875,1145.97998046875,2142700000,0.0059162928136293,0.15679985763325924,0.11856093835524384,0.1062623672734009
2005-04-20,1137.5,1155.5,1136.1500244140625,1152.780029296875,2217050000,-0.0133435700606668,0.16067563203198204,0.12502921799460587,0.10782766367245272
2005-04-21,1159.949951171875,1159.949951171875,1137.5,1137.5,2308560000,0.019543986803022,0.23643300151768845,0.14147392806001824,0.11413239287429133
2005-04-22,1152.1199951171875,1159.949951171875,1142.949951171875,1159.949951171875,2045880000,-0.0067731393687058,0.20013951948679953,0.14304814853493517,0.11420922344390737
2005-04-25,1162.0999755859375,1164.050048828125,1152.1199951171875,1152.1199951171875,1795030000,0.0086249729608333,0.20640864163018652,0.14674984086243992,0.11535643835903825
2005-04-26,1151.8299560546875,1164.800048828125,1151.8299560546875,1162.0999755859375,1959740000,-0.0088767484509082,0.21866299951715465,0.14922515325625127,0.1164019632936699
2005-04-27,1156.3800048828125,1159.8699951171875,1144.4200439453125,1151.739990234375,2151520000,0.0039424963921665,0.18485049709232737,0.14805084098282206,0.11625826863033607
2005-04-28,1143.219970703125,1156.3800048828125,1143.219970703125,1156.3800048828125,2182270000,-0.011445623573942,0.13825297789509702,0.1435276988842931,0.11838698396795355
2005-04-29,1156.8499755859375,1156.969970703125,1139.18994140625,1143.219970703125,2362360000,0.011851956462206,0.16589508229374145,0.15087846596598328,0.12080350652012488
2005-05-02,1162.1600341796875,1162.8699951171875,1154.7099609375,1156.8499755859375,1980040000,0.0045795989253337,0.15610044251035254,0.15063169328564993,0.11992961354057115
2005-05-03,1161.1700439453125,1166.8900146484375,1156.7099609375,1162.1600341796875,2167020000,-0.000852216655406,0.1364811701760271,0.150194207363044,0.11905584438688178
2005-05-04,1175.6500244140625,1176.010009765625,1161.1700439453125,1161.1700439453125,2306480000,0.0123930515603473,0.15717588528015966,0.15596669560550186,0.12157605575675796
2005-05-05,1172.6300048828125,1178.6199951171875,1166.77001953125,1175.6500244140625,1997100000,-0.0025721133412976,0.11036395587976207,0.15589085056355417,0.12155997380948777
2005-05-06,1171.3499755859375,1177.75,1170.5,1172.6300048828125,1707200000,-0.0010921846046322,0.09787773333080921,0.1541381445334029,0.11941213954296422
2005-05-09,1178.8399658203125,1178.8699951171875,1169.3800048828125,1171.3499755859375,1857020000,0.0063739661724021,0.10106674434936636,0.15346549976444876,0.12017350392668046
2005-05-10,1166.219970703125,1178.8399658203125,1162.97998046875,1178.8399658203125,1889660000,-0.0107631508697195,0.14067153091737786,0.1578475305723785,0.12196527018713355
2005-05-11,1171.1099853515625,1171.77001953125,1157.7099609375,1166.219970703125,1834970000,0.0041842802471098,0.10613255739390903,0.15725595050862046,0.12118153564726815
2005-05-12,1159.3599853515625,1173.3699951171875,1157.760009765625,1171.1099853515625,1995290000,-0.010083888412137,0.12573807919178898,0.15580334319468778,0.12239579813519054
2005-05-13,1154.050048828125,1163.75,1146.1800537109375,1159.3599853515625,2188590000,-0.004590579075786,0.12611498316082229,0.15274229024832733,0.12172453759177305
2005-05-16,1165.68994140625,1165.75,1153.6400146484375,1154.050048828125,1856860000,0.0100355990912023,0.14454904345240782,0.14424154535314215,0.12357578164886837
2005-05-17,1173.800048828125,1174.3499755859375,1159.8599853515625,1165.68994140625,1887260000,0.0069332546353732,0.1329709339859381,0.14559261732549514,0.12424736239226503
2005-05-18,1185.56005859375,1187.9000244140625,1173.800048828125,1173.800048828125,2266320000,0.0099688954813216,0.14653700346319865,0.14792515036255918,0.12599009146560375
2005-05-19,1191.0799560546875,1191.0899658203125,1184.489990234375,1185.56005859375,1775860000,0.0046451354452318,0.09560880615288594,0.13824206265610206,0.12540888126055297
2005-05-20,1189.280029296875,1191.219970703125,1185.18994140625,1191.0799560546875,1631750000,-0.0015123150380106,0.07579088183822677,0.12338508452393605,0.1254275601091846
2005-05-23,1193.8599853515625,1197.43994140625,1188.760009765625,1189.280029296875,1681170000,0.0038436362656395,0.06737286095415346,0.12019246611663817,0.1221755101843472
2005-05-24,1194.0699462890625,1195.2900390625,1189.8699951171875,1193.8599853515625,1681000000,0.0001758518415963,0.07073540499655323,0.11758951905518314,0.12167047288392821
2005-05-25,1190.010009765625,1194.0699462890625,1185.9599609375,1194.0699462890625,1742180000,-0.0034058760803961,0.05468167988735481,0.11306852126821847,0.12081128022077545
2005-05-26,1197.6199951171875,1198.949951171875,1190.010009765625,1190.010009765625,1654110000,0.0063745313177275,0.06316441678037704,0.1140259758802016,0.1200333346267772
2005-05-27,1198.780029296875,1199.56005859375,1195.280029296875,1197.6199951171875,1381430000,0.0009681474365535,0.059033056991157136,0.10367565807722588,0.11937703577886118
2005-05-31,1191.5,1198.780029296875,1191.5,1198.780029296875,1840680000,-0.0060913798534344,0.07510031214591575,0.10136514136006662,0.11940412276863165
2005-06-01,1202.219970703125,1205.6400146484375,1191.030029296875,1191.5,1810100000,0.0089568057259321,0.10078973871085804,0.1041870873862324,0.1208154456093622
2005-06-02,1204.2900390625,1204.6700439453125,1198.4200439453125,1202.27001953125,1813790000,0.0017203908245114,0.09167551663152411,0.10380028335499841,0.12086781727694536
2005-06-03,1196.02001953125,1205.0899658203125,1194.550048828125,1204.2900390625,1627520000,-0.0068908199802512,0.10298638047865045,0.10029067390644879,0.12000312991941085
2005-06-06,1197.510009765625,1198.780029296875,1192.75,1196.02001953125,1547120000,0.001245015026845,0.10321414373496454,0.09953373045367853,0.11989794338935122
2005-06-07,1197.260009765625,1208.8499755859375,1197.260009765625,1197.510009765625,1851370000,-0.0002087883169316,0.0896627518968593,0.0993466546161193,0.11955711523857714
2005-06-08,1194.6700439453125,1201.969970703125,1193.3299560546875,1197.260009765625,1715490000,-0.0021655874330349,0.05544107839531114,0.09796626971540881,0.11790630715447036
2005-06-09,1200.9300537109375,1201.8599853515625,1191.0899658203125,1194.6700439453125,1824120000,0.0052262679572472,0.0707794404607216,0.08984738852372852,0.11833292096392728
2005-06-10,1198.1099853515625,1202.7900390625,1192.6400146484375,1200.9300537109375,1664180000,-0.0023509984096796,0.04925886563885045,0.09014416851072543,0.11744159847498327
2005-06-13,1200.8199462890625,1206.030029296875,1194.510009765625,1198.1099853515625,1661350000,0.0022593090815211,0.05091930296817764,0.08049866861095167,0.1169785246751859
2005-06-14,1203.9100341796875,1207.530029296875,1200.1800537109375,1200.8199462890625,1698150000,0.0025700096198286,0.05211105536435495,0.0772337423237193,0.11609868864172965
2005-06-15,1206.5799560546875,1208.0799560546875,1198.6600341796875,1203.9100341796875,1840440000,0.0022152533117078,0.043312390489004225,0.07154114408873931,0.11496733389708508
