Date,Close,High,Low,Open,Volume,log_return,vol_5d,vol_21d,vol_63d,vol_ratio,rsi,ma_distance
2005-05-02,1162.1600341796875,1162.8699951171875,1154.7099609375,1156.8499755859375,1980040000,0.0045795989253337,0.1561004425103525,0.1506316932856499,0.1199296135405711,1.0363054354991015,41.88642425433564,-0.0009842289883585631
2005-05-03,1161.1700439453125,1166.8900146484375,1156.7099609375,1162.1600341796875,2167020000,-0.000852216655406,0.1364811701760271,0.150194207363044,0.1190558443868817,0.9086979622731371,45.64166945606341,-0.0009670102409361324
2005-05-04,1175.6500244140625,1176.010009765625,1161.1700439453125,1161.1700439453125,2306480000,0.0123930515603473,0.1571758852801596,0.1559666956055018,0.1215760557567579,1.0077528710213641,54.609531769115875,0.011857600951521313
2005-05-05,1172.6300048828125,1178.6199951171875,1166.77001953125,1175.6500244140625,1997100000,-0.0025721133412976,0.110363955879762,0.1558908505635541,0.1215599738094877,0.7079565957898758,61.4445828608245,0.010062907537839868
2005-05-06,1171.3499755859375,1177.75,1170.5,1172.6300048828125,1707200000,-0.0010921846046322,0.0978777333308092,0.1541381445334029,0.1194121395429642,0.6350000749463955,59.831033618255184,0.009388538821497852
2005-05-09,1178.8399658203125,1178.8699951171875,1169.3800048828125,1171.3499755859375,1857020000,0.0063739661724021,0.1010667443493663,0.1534654997644487,0.1201735039266804,0.6585632894982373,60.04468003617314,0.015946638593587234
2005-05-10,1166.219970703125,1178.8399658203125,1162.97998046875,1178.8399658203125,1889660000,-0.0107631508697195,0.1406715309173778,0.1578475305723785,0.1219652701871335,0.8911861364399052,61.30173046549253,0.006004241199147351
2005-05-11,1171.1099853515625,1171.77001953125,1157.7099609375,1166.219970703125,1834970000,0.0041842802471098,0.106132557393909,0.1572559505086204,0.1211815356472681,0.6749032837907846,55.09590033722583,0.010339252328461506
2005-05-12,1159.3599853515625,1173.3699951171875,1157.760009765625,1171.1099853515625,1995290000,-0.010083888412137,0.1257380791917889,0.1558033431946877,0.1223957981351905,0.8070306876192634,53.1916679761241,0.0003183753311486557
2005-05-13,1154.050048828125,1163.75,1146.1800537109375,1159.3599853515625,2188590000,-0.004590579075786,0.1261149831608222,0.1527422902483273,0.121724537591773,0.8256716784577826,46.298888403726195,-0.004753900800840655
2005-05-16,1165.68994140625,1165.75,1153.6400146484375,1154.050048828125,1856860000,0.0100355990912023,0.1445490434524078,0.1442415453531421,0.1235757816488683,1.0021318275432565,56.293128389995374,0.004430621998044466
2005-05-17,1173.800048828125,1174.3499755859375,1159.8599853515625,1165.68994140625,1887260000,0.0069332546353732,0.1329709339859381,0.1455926173254951,0.124247362392265,0.9133082187035675,57.661873555059934,0.010503672939258765
2005-05-18,1185.56005859375,1187.9000244140625,1173.800048828125,1173.800048828125,2266320000,0.0099688954813216,0.1465370034631986,0.1479251503625591,0.1259900914656037,0.9906158831276615,68.85468331090087,0.01852064070423295
2005-05-19,1191.0799560546875,1191.0899658203125,1184.489990234375,1185.56005859375,1775860000,0.0046451354452318,0.0956088061528859,0.138242062656102,0.1254088812605529,0.6916043085289261,66.42987719133777,0.021896335573435528
2005-05-20,1189.280029296875,1191.219970703125,1185.18994140625,1191.0799560546875,1631750000,-0.0015123150380106,0.0757908818382267,0.123385084523936,0.1254275601091846,0.6142629162240733,63.47111647394813,0.01872813304873745
2005-05-23,1193.8599853515625,1197.43994140625,1188.760009765625,1189.280029296875,1681170000,0.0038436362656395,0.0673728609541534,0.1201924661166381,0.1221755101843472,0.5605414642942171,65.67866568932125,0.021262097020912675
2005-05-24,1194.0699462890625,1195.2900390625,1189.8699951171875,1193.8599853515625,1681000000,0.0001758518415963,0.0707354049965532,0.1175895190551831,0.1216704728839282,0.6015451510041305,60.23559449420308,0.019599628670071475
2005-05-25,1190.010009765625,1194.0699462890625,1185.9599609375,1194.0699462890625,1742180000,-0.0034058760803961,0.0546816798873548,0.1130685212682184,0.1208112802207754,0.48361541544918807,59.54739127694188,0.014676024129828156
2005-05-26,1197.6199951171875,1198.949951171875,1190.010009765625,1190.010009765625,1654110000,0.0063745313177275,0.063164416780377,0.1140259758802016,0.1200333346267772,0.5539476096809647,63.49261681680477,0.018801920398820268
2005-05-27,1198.780029296875,1199.56005859375,1195.280029296875,1197.6199951171875,1381430000,0.0009681474365535,0.0590330569911571,0.1036756580772258,0.1193770357788611,0.5694013241486697,60.95371315379013,0.01797322239888015
2005-05-31,1191.5,1198.780029296875,1191.5,1198.780029296875,1840680000,-0.0060913798534344,0.0751003121459157,0.1013651413600666,0.1194041227686316,0.7408889401056162,64.75263859761102,0.010532350607899416
2005-06-01,1202.219970703125,1205.6400146484375,1191.030029296875,1191.5,1810100000,0.0089568057259321,0.100789738710858,0.1041870873862324,0.1208154456093622,0.9673918451834623,66.99820048636224,0.01785231327022378
2005-06-02,1204.2900390625,1204.6700439453125,1198.4200439453125,1202.27001953125,1813790000,0.0017203908245114,0.0916755166315241,0.1038002833549984,0.1208678172769453,0.8831913908943058,77.45338622120715,0.018370257387224913
2005-06-03,1196.02001953125,1205.0899658203125,1194.550048828125,1204.2900390625,1627520000,-0.0068908199802512,0.1029863804786504,0.1002906739064487,0.1200031299194108,1.026878935669694,74.74942340749614,0.010377758802235931
